,index,cve_id,cve_desc,cwe_id,new_cwe,result
127,229,CVE-2022-30262,"The Emerson ControlWave 'Next Generation' RTUs through 2022-05-02 mishandle firmware integrity. They utilize the BSAP-IP protocol to transmit firmware updates. Firmware updates are supplied as CAB archive files containing a binary firmware image. In all cases, firmware images were found to have no authentication (in the form of firmware signing) and only relied on insecure checksums for regular integrity checks.",CWE-345,CWE-345,0
128,230,CVE-2022-2845,Buffer Over-read in GitHub repository vim/vim prior to 9.0.0218.,CWE-126,CWE-126,0
129,231,CVE-2022-37459,"Ampere Altra devices before 1.08g and Ampere Altra Max devices before 2.05a allow attackers to control the predictions for return addresses and potentially hijack code flow to execute arbitrary code via a side-channel attack, aka a ""Retbleed"" issue.",CWE-203,CWE-203,0
130,232,CVE-2021-45454,Ampere Altra before SRP 1.08b and Altra Max? before SRP 2.05 allow information disclosure of power telemetry via HWmon.,CWE-668,CWE-668,0
131,233,CVE-2022-2871,Cross-site Scripting (XSS) - Stored in GitHub repository notrinos/notrinoserp prior to 0.7.,CWE-79,CWE-79,0
132,234,CVE-2022-1410,OS Command Injection vulnerability in the db_optimize component of Device42 Asset Management Appliance allows an authenticated attacker to execute remote code on the device. This issue affects: Device42 CMDB version 18.01.00 and prior versions.,CWE-78,CWE-78,0
133,235,CVE-2022-1401,Improper Access Control vulnerability in the /Exago/WrImageResource.adx route as used in Device42 Asset Management Appliance allows an unauthenticated attacker to read sensitive server files with root permissions. This issue affects: Device42 CMDB versions prior to 18.01.00.,CWE-863,CWE-863,0
134,236,CVE-2022-1400,"Use of Hard-coded Cryptographic Key vulnerability in the WebReportsApi.dll of Exago Web Reports, as used in the Device42 Asset Management Appliance, allows an attacker to leak session IDs and elevate privileges. This issue affects: Device42 CMDB versions prior to 18.01.00.",CWE-798,CWE-798,0
135,237,CVE-2022-1399,"An Argument Injection or Modification vulnerability in the ""Change Secret"" username field as used in the Discovery component of Device42 CMDB allows a local attacker to run arbitrary code on the appliance with root privileges. This issue affects: Device42 CMDB version 18.01.00 and prior versions.",CWE-88,CWE-88,0
136,238,CVE-2021-42052,IPESA e-Flow 3.3.6 allows path traversal for reading any file within the web root directory via the lib/js/build/STEResource.res path and the R query parameter.,CWE-22,CWE-22,0
137,239,CVE-2022-25799,"An open redirect vulnerability exists in CERT/CC VINCE software prior to 1.5.0. An attacker could send a link that has a specially crafted URL and convince the user to click the link. When an authenticated user clicks the link, the authenticated user's browser could be redirected to a malicious site that is designed to impersonate a legitimate website. The attacker could trick the user and potentially acquire sensitive information such as the user's credentials.",CWE-601,CWE-601,0
138,240,CVE-2022-38238,XPDF commit ffaf11c was discovered to contain a heap-buffer overflow via DCTStream::lookChar() at /xpdf/Stream.cc.,CWE-787,CWE-787,0
139,241,CVE-2022-38237,XPDF commit ffaf11c was discovered to contain a heap-buffer overflow via DCTStream::readScan() at /xpdf/Stream.cc.,CWE-787,CWE-787,0
140,242,CVE-2022-38236,XPDF commit ffaf11c was discovered to contain a global-buffer overflow via Lexer::getObj(Object*) at /xpdf/Lexer.cc.,CWE-120,CWE-120,0
141,243,CVE-2022-38235,XPDF commit ffaf11c was discovered to contain a segmentation violation via DCTStream::getChar() at /xpdf/Stream.cc.,CWE-754,CWE-754,0
142,244,CVE-2022-38234,XPDF commit ffaf11c was discovered to contain a segmentation violation via Lexer::getObj(Object*) at /xpdf/Lexer.cc.,CWE-754,CWE-754,0
143,245,CVE-2022-38233,XPDF commit ffaf11c was discovered to contain a segmentation violation via DCTStream::readMCURow() at /xpdf/Stream.cc.,CWE-754,CWE-754,0
144,246,CVE-2022-38231,XPDF commit ffaf11c was discovered to contain a heap-buffer overflow via DCTStream::getChar() at /xpdf/Stream.cc.,CWE-787,CWE-787,0
145,247,CVE-2022-38230,XPDF commit ffaf11c was discovered to contain a floating point exception (FPE) via DCTStream::decodeImage() at /xpdf/Stream.cc.,CWE-697,CWE-697,0
146,248,CVE-2022-38229,XPDF commit ffaf11c was discovered to contain a heap-buffer overflow via DCTStream::readHuffSym(DCTHuffTable*) at /xpdf/Stream.cc.,CWE-787,CWE-787,0
147,249,CVE-2022-38228,XPDF commit ffaf11c was discovered to contain a heap-buffer overflow via DCTStream::transformDataUnit at /xpdf/Stream.cc.,CWE-787,CWE-787,0
148,250,CVE-2022-38227,XPDF commit ffaf11c was discovered to contain a stack overflow via __asan_memcpy at asan_interceptors_memintrinsics.cpp.,CWE-787,CWE-787,0
149,251,CVE-2022-37781,fdkaac v1.0.3 was discovered to contain a heap buffer overflow via __interceptor_memcpy.part.46 at /sanitizer_common/sanitizer_common_interceptors.inc.,CWE-787,CWE-787,0
150,253,CVE-2022-37438,"In Splunk Enterprise versions in the following table, an authenticated user can craft a dashboard that could potentially leak information (for example, username, email, and real name) about Splunk users, when visited by another user through the drilldown component. The vulnerability requires user access to create and share dashboards using Splunk Web.",CWE-668,CWE-668,0
151,254,CVE-2022-37437,"When using Ingest Actions to configure a destination that resides on Amazon Simple Storage Service (S3) in Splunk Web, TLS certificate validation is not correctly performed and tested for the destination. The vulnerability only affects connections between Splunk Enterprise and an Ingest Actions Destination through Splunk Web and only applies to environments that have configured TLS certificate validation. It does not apply to Destinations configured directly in the outputs.conf configuration file. The vulnerability affects Splunk Enterprise version 9.0.0 and does not affect versions below 9.0.0, including the 8.1.x and 8.2.x versions.",CWE-295,CWE-295,0
152,255,CVE-2022-36155,tifig v0.2.2 was discovered to contain a resource allocation issue via operator new(unsigned long) at asan_new_delete.cpp.,CWE-770,CWE-770,0
153,256,CVE-2022-36153,"tifig v0.2.2 was discovered to contain a segmentation violation via std::vector<unsigned int, std::allocator<unsigned int> >::size() const at /bits/stl_vector.h.",CWE-119,CWE-119,0
154,257,CVE-2022-36152,tifig v0.2.2 was discovered to contain a memory leak via operator new[](unsigned long) at /asan/asan_new_delete.cpp.,CWE-772,CWE-772,0
155,258,CVE-2022-36151,tifig v0.2.2 was discovered to contain a segmentation violation via getType() at /common/bbox.cpp.,CWE-119,CWE-119,0
156,259,CVE-2022-36150,tifig v0.2.2 was discovered to contain a heap-buffer overflow via __asan_memmove at /asan/asan_interceptors_memintrinsics.cpp.,CWE-770,CWE-770,0
157,260,CVE-2022-36149,tifig v0.2.2 was discovered to contain a heap-use-after-free via temInfoEntry().,CWE-416,CWE-416,0
158,261,CVE-2022-36148,fdkaac commit 53fe239 was discovered to contain a floating point exception (FPE) via wav_open at /src/wav_reader.c.,CWE-697,CWE-697,0
159,262,CVE-2022-36146,SWFMill commit 53d7690 was discovered to contain a memory allocation issue via operator new[](unsigned long) at asan_new_delete.cpp.,CWE-770,CWE-770,0
160,263,CVE-2022-36145,SWFMill commit 53d7690 was discovered to contain a segmentation violation via SWF::Reader::getWord().,CWE-754,CWE-754,0
161,264,CVE-2022-36144,SWFMill commit 53d7690 was discovered to contain a heap-buffer overflow via base64_encode.,CWE-787,CWE-787,0
162,265,CVE-2022-36143,SWFMill commit 53d7690 was discovered to contain a heap-buffer overflow via __interceptor_strlen.part at /sanitizer_common/sanitizer_common_interceptors.inc.,CWE-787,CWE-787,0
163,266,CVE-2022-36142,SWFMill commit 53d7690 was discovered to contain a heap-buffer overflow via SWF::Reader::getU30().,CWE-787,CWE-787,0
164,267,CVE-2022-36141,"SWFMill commit 53d7690 was discovered to contain a segmentation violation via SWF::MethodBody::write(SWF::Writer*, SWF::Context*).",CWE-754,CWE-754,0
165,268,CVE-2022-36140,"SWFMill commit 53d7690 was discovered to contain a segmentation violation via SWF::DeclareFunction2::write(SWF::Writer*, SWF::Context*).",CWE-754,CWE-754,0
166,269,CVE-2022-36139,SWFMill commit 53d7690 was discovered to contain a heap-buffer overflow via SWF::Writer::writeByte(unsigned char).,CWE-787,CWE-787,0
167,270,CVE-2022-35486,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x6badae.,CWE-119,CWE-119,0
168,271,CVE-2022-35485,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x703969.,CWE-119,CWE-119,0
169,272,CVE-2022-35484,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x6b6a8f.,CWE-119,CWE-119,0
170,273,CVE-2022-35483,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x5266a8.,CWE-119,CWE-119,0
171,274,CVE-2022-35482,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x65f724.,CWE-119,CWE-119,0
172,275,CVE-2022-35481,OTFCC v0.10.4 was discovered to contain a segmentation violation via /multiarch/memmove-vec-unaligned-erms.S.,CWE-119,CWE-119,0
173,276,CVE-2022-35479,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x4fbbb6.,CWE-119,CWE-119,0
174,277,CVE-2022-35478,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x6babea.,CWE-119,CWE-119,0
175,278,CVE-2022-35477,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x4fe954.,CWE-119,CWE-119,0
176,279,CVE-2022-35476,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x4fbc0b.,CWE-119,CWE-119,0
177,280,CVE-2022-35475,OTFCC v0.10.4 was discovered to contain a heap-buffer overflow via /release-x64/otfccdump+0x6e41a8.,CWE-787,CWE-787,0
178,281,CVE-2022-35474,OTFCC v0.10.4 was discovered to contain a heap-buffer overflow via /release-x64/otfccdump+0x6b544e.,CWE-787,CWE-787,0
179,282,CVE-2022-35473,OTFCC v0.10.4 was discovered to contain a segmentation violation via /release-x64/otfccdump+0x4fe9a7.,CWE-754,CWE-754,0
180,283,CVE-2022-35472,OTFCC v0.10.4 was discovered to contain a global overflow via /release-x64/otfccdump+0x718693.,CWE-787,CWE-787,0
181,284,CVE-2022-35471,OTFCC v0.10.4 was discovered to contain a heap-buffer overflow via /release-x64/otfccdump+0x6e41b0.,CWE-787,CWE-787,0
182,285,CVE-2022-35470,OTFCC v0.10.4 was discovered to contain a heap-buffer overflow via /release-x64/otfccdump+0x65fc97.,CWE-787,CWE-787,0
183,286,CVE-2022-35469,OTFCC v0.10.4 was discovered to contain a segmentation violation via /x86_64-linux-gnu/libc.so.6+0xbb384.,CWE-754,CWE-754,0
184,287,CVE-2022-35468,OTFCC v0.10.4 was discovered to contain a heap-buffer overflow via /release-x64/otfccdump+0x6e420d.,CWE-787,CWE-787,0
